"Double 
Checked?",survey_date,spawn_start_date,spawn_end_date,region,side,map#,point_id,location,weather,time_start,time_end,tide_time_start ,tide_time_end,tide_start,tide_end,method,water_conditions,max_vert_visibility_m,sea_conditions,length_m,average_width_m,grass_layers,grass_%substrate,RW_layers,RW_%substrate,kelp_layers,kelp_%substrate,BA_layers,BA_%substrate,LR_layers,LR_%substrate,SR_layers,SR_%substrate,RK_layers,RK_%substrate,O,O_%substrate,Other substrate details ,estimated%_of_spawn_area_bare,notes,Source
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,8:03,14:02,,,4.7,15.1,"boat, viewer, rake",turbid,2,calm,78,10,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,8:03,14:02,,,4.7,15.1,"boat, viewer, rake",turbid,2,calm,150,1,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.3,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,8:03,14:02,,,4.7,15.1,"boat, viewer, rake",turbid,2,calm,370,2,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,8:03,14:02,,,4.7,15.1,"boat, viewer, rake",turbid,2,calm,210,2.5,,,2,0.9,,,,,,,,,1,0.1,,,,0.3,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,8:03,14:02,,,4.7,15.1,"boat, viewer, rake",turbid,2,calm,380,2.5,,,2.5,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,8:03,14:02,,,4.7,15.1,"boat, viewer, rake",turbid,2,calm,274,3,,,3,0.8,,,,,,,,,2,0.2,,,,0.15,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,8:03,14:02,,,4.7,15.1,"boat, viewer, rake",turbid,2,calm,1200,3,,,2,0.8,,,,,,,,,1,0.2,,,,0.3,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,7:00,11:30,8:03,14:02,4.7,15.1,"boat, viewer, rake ",turbid ,2,calm,231,1,1,0.2,1,0.7,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,7:00,11:30,8:03,14:02,4.7,15.1,"boat, viewer, rake ",turbid ,2,calm,70,15,,,0.5,0.8,,,,,,,,,1,0.2,,,,0.25,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,7:00,11:30,8:03,14:02,4.7,15.1,"boat, viewer, rake ",turbid ,2,calm,68,3,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,7:00,11:30,8:03,14:02,4.7,15.1,"boat, viewer, rake ",turbid ,2,calm,78,10,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,7:00,11:30,8:03,14:02,4.7,15.1,"boat, viewer, rake ",turbid ,2,calm,150,1,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.3,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,7:00,11:30,8:03,14:02,4.7,15.1,"boat, viewer, rake ",turbid ,2,calm,370,2,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,7:00,11:30,8:03,14:02,4.7,15.1,"boat, viewer, rake ",turbid ,2,calm,210,2.5,,,2,0.9,,,,,,,,,1,0.1,,,,0.3,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,7:00,11:30,8:03,14:02,4.7,15.1,"boat, viewer, rake ",turbid ,2,calm,380,2.5,,,2.5,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,7:00,11:30,8:03,14:02,4.7,15.1,"boat, viewer, rake ",turbid ,2,calm,273,3,,,3,0.8,,,,,,,,,2,0.2,,,,0.15,,
TRUE,3/7/2000,2/28/2000,,Wakeman Sound,,02-28-00-01,,,sunny,7:00,11:30,8:03,14:02,4.7,15.1,"boat, viewer, rake ",turbid ,2,calm,1200,3,,,3,0.8,,,,,,,,,1,0.2,,,,0.3,,
TRUE,3/8/2000,3/7/2000,,Bond Sound,,07-03-00-01,,,sunny,9:30,,8:43,,4.4,,"boat, viewer",clear,5,calm,125,1.5,,,,,,,1.5,0.4,,,,,1.5,0.1,1,0.5,,0.2,"lots of birds (crows, gulls photos)",
TRUE,3/15/2000,3/7/2000,3/8/2000,Knight Inlet,west_side,1,D,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,400,6,,,0.5,,,,,,,,,,1,,,,,0.5,,
TRUE,3/15/2000,3/7/2000,3/8/2000,Knight Inlet,west_side,1,E,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,300,3,,,0.5,,,,,,,,,,1,,,,,0.5,,
TRUE,3/15/2000,3/7/2000,3/8/2000,Knight Inlet,west_side,1,F,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,225,4.5,,,1.5,,,,,,,,,,1,,,,,0.2,,
TRUE,3/15/2000,3/7/2000,3/8/2000,Knight Inlet,west_side,1,G,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,250,2,,,1,,,,,,,,,,0.5,,,,,0.2,,
TRUE,3/15/2000,3/7/2000,3/8/2000,Knight Inlet,west_side,1,H,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,300,2,,,1,,,,,,,,,,0.5,,,,,0.3,,
TRUE,3/15/2000,3/7/2000,3/8/2000,Knight Inlet,west_side,1,I,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,300,5,,,1,,,,,,,,,,0.5,,,,,0.2,,
TRUE,3/15/2000,3/7/2000,3/8/2000,Knight Inlet,west_side,1,J,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,10,3,,,1,0.8,,,,,,,,,1,0.2,,,,0.1,,
TRUE,3/15/2000,3/7/2000,3/8/2000,Knight Inlet,west_side,1,K,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,10,3,,,1,0.8,,,,,,,,,1,0.2,,,,0.1,,
TRUE,3/15/2000,3/7/2000,3/8/2000,Knight Inlet,west_side,1,L,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,10,3,,,1,0.8,,,,,,,,,1,0.2,,,,0.1,,
TRUE,3/16/2000,3/7/2000,3/8/2000,Knight Inlet,east_side,1,A,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,3704,2,,,1,0.95,,,,,,,,,0.25,0.05,,,,0.4,,
TRUE,3/16/2000,3/7/2000,3/8/2000,Knight Inlet,east_side,1,B,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,6482,3.5,,,1.5,0.9,,,,,,,,,0.5,0.1,,,,0.5,,
TRUE,3/16/2000,3/7/2000,3/8/2000,Knight Inlet,east_side,1,C,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,2778,3.5,,,1,0.95,,,,,,,,,0.25,0.05,,,,0.25,,
TRUE,3/16/2000,3/7/2000,3/8/2000,Knight Inlet,east_side,1,1,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,2778,2.5,,,0.5,0.8,,,,,,,,,1,0.2,,,,0.25,,
TRUE,3/16/2000,3/7/2000,3/8/2000,Knight Inlet,east_side,1,2,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,2778,5,,,1,0.9,,,,,,,,,0.5,0.1,,,,0.25,,
TRUE,3/17/2000,3/17/2000,,Wakeman Sound,,03-17-00-1,,,sunny,,,10:50,17:54,15,2.7,"boat, viewer, rake",turbid,2,choppy,73,1.5,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,"second spawn in this area
no birds at all",
TRUE,3/17/2000,3/17/2000,,Kingcome Inlet,,03-17-00-2,,,sunny,,,10:50,17:54,15,2.7,"boat, viewer, rake",turbid,2,choppy,60,3,,,1,0.95,,,,,,,,,1,0.05,,,,0.15,"small spot spawn
few gulls in the area",
TRUE,3/27/2000,3/23/2000,3/27/2000,Hardy Bay,,27-03-00-01,,Daphne Point,overcast,9:30,15:30,13:02,20:05,5.6,10.1,"boat, viewer, rake, hipchain",clear,10,calm,113,20,,,,,2,1,,,,,,,,,,,,0.25,"heavy bird predation 
note: kelp was mostly macrocystis -- some laminaria",
TRUE,3/27/2000,,,Hardy Bay,,27-03-00-01,,Daphne Point,overcast,9:30,15:30,13:02,20:05,5.6,10.1,"boat, viewer, rake, hipchain",clear,10,calm,554,20,1,0.05,,,1,0.9,1,0.05,,,,,1,0.05,,,,0.2,"heavy bird predation 
note: kelp was mostly macrocystis -- some laminaria",
TRUE,3/27/2000,,,Hardy Bay,,27-03-00-01,,Daphne Point,overcast,9:30,15:30,13:02,20:05,5.6,10.1,"boat, viewer, rake, hipchain",clear,10,calm,100,40,,,,,1.5,1,,,,,,,,,,,,0.2,"heavy bird predation 
note: kelp was mostly macrocystis -- some laminaria",
TRUE,3/27/2000,,,Hardy Bay,,27-03-00-01,,Daphne Point,overcast,9:30,15:30,13:02,20:05,5.6,10.1,"boat, viewer, rake, hipchain",clear,10,calm,525,40,1,0.05,1,0.05,2,0.85,,,,,,,,,,,,0.25,"heavy bird predation 
note: kelp was mostly macrocystis -- some laminaria",
TRUE,3/27/2000,,,Hardy Bay,,27-03-00-01,,Daphne Point,overcast,9:30,15:30,13:02,20:05,5.6,10.1,"boat, viewer, rake, hipchain",clear,10,calm,80,15,,,,,1,1,,,,,,,,,,,,0.3,"heavy bird predation 
note: kelp was mostly macrocystis -- some laminaria",
TRUE,3/27/2000,,,Hardy Bay,,27-03-00-01,,Daphne Point,overcast,9:30,15:30,13:02,20:05,5.6,10.1,"boat, viewer, rake, hipchain",clear,10,calm,271,10,,,,,1.5,1,,,,,,,,,,,,0.2,"heavy bird predation 
note: kelp was mostly macrocystis -- some laminaria",
TRUE,3/27/2000,3/22/2000,3/24/2000,Knight Inlet,,2,G,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,400,5,,,1.5,,,,,,,,,,0.5,,,,,0.25,,
TRUE,3/27/2000,3/22/2000,3/24/2000,Knight Inlet,,2,F,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,300,3,,,1,,,,,,,,,,0.5,,,,,0.4,,
TRUE,3/27/2000,3/22/2000,3/24/2000,Knight Inlet,,2,E,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,200,3.5,,,1,,,,,,,,,,0.5,,,,,0.4,,
TRUE,3/27/2000,3/15/2000,3/16/2000,Knight Inlet,,2,A,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,75,3,,,0.25,,,,,,,,,,,,,,,0.25,,
TRUE,3/27/2000,3/15/2000,3/16/2000,Knight Inlet,,2,B,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,250,4,,,1,,,,,,,,,,,,,,,0.25,,
TRUE,3/27/2000,3/15/2000,3/16/2000,Knight Inlet,,2,B1,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,200,3,,,0.25,,,,,,,,,,,,,,,0.25,,
TRUE,3/28/2000,3/23/2000,3/27/2000,Hardy Bay,,27-03-00-01,,Daphne Point,overcast,9:30,15:30,13:02,20:05,5.6,10.1,"boat, viewer, rake, hipchain",clear,10,calm,278,10,1,0.05,1,0.05,0.5,0.8,0.5,0.05,,,,,1,0.05,,,,0.3,"heavy bird predation 
note: kelp was mostly macrocystis -- some laminaria",
TRUE,3/28/2000,,,Hardy Bay,,27-03-00-01,,Daphne Point,overcast,9:30,15:30,13:02,20:05,5.6,10.1,"boat, viewer, rake, hipchain",clear,10,calm,37,5,,,0.5,0.4,0.25,0.6,,,,,,,,,,,,0.25,"heavy bird predation 
note: kelp was mostly macrocystis -- some laminaria",
TRUE,3/28/2000,,,Hardy Bay,,27-03-00-01,,Daphne Point,overcast,9:30,15:30,13:02,20:05,5.6,10.1,"boat, viewer, rake, hipchain",clear,10,calm,120,10,,,,,0.5,1,,,,,,,,,,,,0.3,"heavy bird predation 
note: kelp was mostly macrocystis -- some laminaria",
TRUE,3/29/2000,3/28/2000,,Masterman Island,,29-03-00-01,,,overcast,12:00,14:30,15:33,,5.5,,"boat, viewer, rake",clear,10,choppy,193,6,,,1,0.4,2,0.6,,,,,,,,,,,,0.1,heavy bird predation,
TRUE,3/29/2000,3/28/2000,,Masterman Island,,29-03-00-01,,,overcast,12:00,14:30,15:33,,5.5,,"boat, viewer, rake",clear,10,choppy,30,2,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.2,heavy bird predation,
TRUE,3/29/2000,3/27/2000,3/28/2000,Knight Inlet,,2,C,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,100,8,,,1,0.9,,,,,,,,,0.5,0.1,,,,0.2,,
TRUE,3/29/2000,3/27/2000,3/28/2000,Knight Inlet,,2,C,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,150,4,,,2,0.8,,,,,,,,,2,0.2,,,,0.2,,
TRUE,3/29/2000,3/27/2000,3/28/2000,Knight Inlet,,2,C,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,30,6,,,1.5,0.8,,,,,,,,,1,0.2,,,,0.2,,
TRUE,3/29/2000,3/27/2000,3/28/2000,Knight Inlet,,2,C,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,230,5,,,3,0.9,,,,,,,,,1.5,0.1,,,,0.1,,
TRUE,3/29/2000,3/27/2000,3/29/2000,Knight Inlet,,2,D,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,160,10,,,2.5,0.9,,,,,,,,,0.5,0.1,,,,0.2,,
TRUE,3/29/2000,3/27/2000,3/29/2000,Knight Inlet,,2,D,,sunny,,,,,,,"boat, viewer, rake",clear,3,calm,150,3,,,0.5,0.9,,,,,,,,,0.5,0.1,,,,0.3,,
TRUE,4/8/2000,3/31/2000,4/1/2000,Thompson Sound,,08-04-00-02,,,sunny,11:00,3:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,100,2,,,,,,,,,,,,,,,,,,,spawn was 7-8 days old very few birds in the area,
TRUE,4/8/2000,3/31/2000,4/1/2000,Thompson Sound,,08-04-00-02,,,sunny,11:00,3:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,450,3,,,,,,,,,,,,,,,,,,,spawn was 7-8 days old very few birds in the area,
TRUE,4/8/2000,3/31/2000,4/1/2000,Thompson Sound,,08-04-00-02,,,sunny,11:00,3:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,100,4,,,,,,,,,,,,,,,,,,,spawn was 7-8 days old very few birds in the area,
TRUE,4/8/2000,3/31/2000,4/1/2000,Thompson Sound,,08-04-00-02,,,sunny,11:00,3:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,274,6,,,,,,,,,,,,,,,,,,,spawn was 7-8 days old very few birds in the area,
TRUE,4/8/2000,3/31/2000,4/1/2000,Thompson Sound,,08-04-00-02,,,sunny,11:00,3:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,350,6,,,,,,,,,,,,,,,,,,,spawn was 7-8 days old very few birds in the area,
TRUE,4/8/2000,3/31/2000,4/1/2000,Thompson Sound,,08-04-00-02,,,sunny,11:00,3:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,750,2,,,,,,,,,,,,,,,,,,,spawn was 7-8 days old very few birds in the area,
TRUE,4/8/2000,3/31/2000,4/1/2000,Thompson Sound,,08-04-00-02,,,sunny,11:00,3:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,50,4,,,5,0.9,,,,,,,,,2,0.1,,,,0.1,"
old spawn very few birds",
TRUE,4/8/2000,3/31/2000,4/1/2000,Thompson Sound,,08-04-00-02,,,sunny,11:00,3:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,134,1,0.5,0.3,0.5,0.7,,,,,,,,,,,,,,0.2,"
old spawn very few birds",
TRUE,4/8/2000,4/8/2000,,Tribune Channel,,08-04-00-01,,Brown Point,sunny,9:30,10:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,250,2,,,3,0.8,2,0.1,,,,,,,1,0.1,,,,0.15,"these areas had just spawned this morning 
few birds",
TRUE,4/8/2000,4/8/2000,,Tribune Channel,,08-04-00-01,,Brown Point,sunny,9:30,10:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,20,20,,,,,2,0.1,,,,,,,,,,,,0.1,"these areas had just spawned this morning 
few birds",
TRUE,4/8/2000,4/8/2000,,Tribune Channel,,08-04-00-01,,Brown Point,sunny,9:30,10:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,71,1,,,1,0.95,,,,,,,,,1,0.05,,,,0.15,"these areas had just spawned this morning 
few birds",
TRUE,4/8/2000,4/8/2000,,Tribune Channel,,08-04-00-01,,Brown Point,sunny,9:30,10:30,11:00,,2.6,,"boat, viewer, rake",clear,10,calm,31,1,,,0.5,1,,,,,,,,,,,,,,0.2,"these areas had just spawned this morning 
few birds",
TRUE,4/10/2000,4/5/2000,,Kingcome Inlet,,10-04-00-01,,Upton Point,sunny,9:30,2:45,12:55,,3.5,,"boat, viewer, rake",clear,5,calm,243,1,,,0.25,1,,,,,,,,,,,,,,0.3,"spawn was deep on the bottom kelp column
no birds",
TRUE,4/10/2000,4/5/2000,,Kingcome Inlet,,10-04-00-01,,Upton Point,sunny,9:30,2:45,12:55,,3.5,,"boat, viewer, rake",clear,5,calm,410,2,,,0.5,0.2,1,0.7,0.5,0.5,,,,,1,0.5,,,,0.25,"spawn was deep on the bottom kelp column
no birds",
TRUE,4/10/2000,4/5/2000,,Kingcome Inlet,,10-04-00-01,,Upton Point,sunny,9:30,2:45,12:55,,3.5,,"boat, viewer, rake",clear,5,calm,70,3,,,1,0.8,0.5,0.2,,,,,,,,,,,,0.15,"spawn was deep on the bottom kelp column
no birds",
TRUE,3/3/2001,3/2/2001,,Knight Inlet,westside ,,,Below Axe Point,sunny,,,,,,,boat ,milty,2,calm ,45.5,2,,,2,0.8,,,,,,,,,1,0.2,,,,0.05,,
TRUE,3/3/2001,3/2/2001,,Knight Inlet,westside ,,,Below Axe Point,sunny,,,,,,,boat ,milty,2,calm ,22.5,2,,,2,0.95,,,,,,,,,1,0.05,,,,0.05,,
TRUE,3/3/2001,3/2/2001,,Knight Inlet,westside ,,,Axe Point ,sunny,,,,,,,boat ,milty,2,calm ,12,1,,,0.25,1,,,,,,,,,,,,,,0.05,,
TRUE,3/3/2001,3/2/2001,,Knight Inlet,westside ,,,Axe Point ,sunny,,,,,,,boat ,milty,2,calm ,335,2,,,1.5,0.85,,,,,,,,,1,0.05,,,,0.2,,
TRUE,3/3/2001,3/2/2001,,Knight Inlet,westside ,,,Axe Point ,sunny,,,,,,,boat ,milty,2,calm ,400,1,,,1,0.9,,,,,,,,,1,0.1,,,,0.3,,
TRUE,3/3/2001,3/2/2001,,Knight Inlet,westside ,,,Up to Deer Creek ,sunny,,,,,,,boat ,milty,2,calm ,76,10.5,,,2.5,0.8,,,,,,,,,2,0.1,,,,0.1,,
TRUE,3/3/2001,3/2/2001,,Knight Inlet,westside ,,,Above Deer Creek ,sunny,,,,,,,boat ,milty,2,calm ,273,4,,,0.5,0.9,,,,,,,,,1,0.2,,,,0.2,,
TRUE,3/3/2001,3/2/2001,,Knight Inlet,westside ,,,Above Deer Creek ,,,,,,,,,,,,290,0.5,,,0.5,1,,,,,,,,,,,,,,0.05,very bottom of kelp column,
TRUE,3/3/2001,3/2/2001,,Knight Inlet,westside ,,,Above Deer Creek ,,,,,,,,,,,,640,1,,,0.5,0.8,,,,,,,,,1,0.2,,,,0.15,,
TRUE,3/3/2001,3/2/2001,,Knight Inlet,westside ,,,Above Deer Creek ,,,,,,,,,,,,300,3,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/3/2001,3/2/2001,,Knight Inlet,westside ,,,Above Deer Creek ,,,,,,,,,,,,601,1.5,,,1,0.95,,,,,,,,,1,0.05,,,,0.2,sport boundary sign ,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,westside ,,,Near the head,sunny,10:45,,,,,,boat ,milty,2,calm ,75,1,,,0.25,1,,,,,,,,,,,,,,0.3,rockweed was covered in glacial silt from the head of the inlet to Hatchet Pt westside. Some places herring had tried to spawn on it but eggs didn't stick. Boat wake was muddying up the water as silt washed off of kelps. No birds in the area?,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,westside ,,,Near the head,sunny,10:45,,,,,,boat ,milty,2,calm ,21,2,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,westside ,,,Near the head,sunny,10:45,,,,,,boat ,milty,2,calm ,20,0.5,,,0.25,1,,,,,,,,,,,,,,0.2,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,westside ,,,Near the head,sunny,10:45,,,,,,boat ,milty,2,calm ,35,1.5,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.15,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,westside ,,,Hatchet Pt ,sunny,10:45,,,,,,boat ,milty,2,calm ,20,1,,,0.25,1,,,,,,,,,,,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (towards the head),,,,,,,,,,,,235,1.5,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (towards the head),,,,,,,,,,,,160,1,,,0.25,1,,,,,,,,,,,,,,0.3,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (towards the head),,,,,,,,,,,,50,0.5,,,0.25,1,,,,,,,,,,,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,,,,Wahshihlas Bay ,,,,,,,,,,,,76,6,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,,,,Wahshihlas Bay ,,,,,,,,,,,,256,2,,,1,0.95,,,,,,,,,1,0.05,,,,0.2,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,,,,Wahshihlas Bay ,,,,,,,,,,,,137,1,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.3,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,,,,Wahshihlas Bay ,,,,,,,,,,,,30,5,,,2.5,0.9,,,,,,,,,2,0.1,,,,0.05,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,300,6,,,3.5,0.8,,,,,,,,,2,0.2,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,878,1.5,,,1.5,0.95,,,,,,,,,1,0.05,,,,0.2,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,200,1.5,,,1.5,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,141,5,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,300,3,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,20,10,,,2,0.9,,,,,,,,,1,0.1,,,,0.05,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,30,1,,,0.5,1,,,,,,,,,,,,,,0.05,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,43,3,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,25,2,,,1,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,300,4,,,2,0.95,,,,,,,,,1,0.05,,,,0.15,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,1325,3,,,2.5,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,325,2,,,1,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,170,3,,,2,0.9,,,,,,,,,1,0.1,,,,0.15,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,225,2,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,12,3,,,1,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,650,2,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.15,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,60,5,,,3,0.8,,,,,,,,,2,0.2,,,,0.05,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,eastside ,,,Rubble Pt (seaward),,,,,,,,,,,,50,2,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.2,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,,,,Ahnauhti,,,,,,,,,,,,70,8,,,2,0.8,,,,,,,,,1,0.2,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,,,,Ahnauhti,,,,,,,,,,,,130,3,,,1,0.95,,,,,,,,,1,0.05,,,,0.2,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,,,,Ahnauhti,,,,,,,,,,,,85,30,,,1,0.95,,,,,,,,,1,0.05,,,,0.15,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,,,,Ahnauhti,,,,,,,,,,,,68,2,,,0.5,1,,,,,,,,,,,,,,0.2,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,,,,Ahnauhti,,,,,,,,,,,,45,1,,,0.25,1,,,,,,,,,,,,,,0.1,,
TRUE,3/4/2001,2/25/2001,,Knight Inlet ,,,,Ahnauhti,,,,,,,,,,,,180,0.5,,,0.25,1,,,,,,,,,,,,,,0.2,"river mouth, bottom of kelp column ",
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,117,31,,,1,0.9,,,,,,,,,1,0.05,1,0.05,wood,0.2,,
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,431,21,,,1.5,0.8,,,,,,,,,1,0.15,1,0.05,wood,0.1,,
